rtosTick,pitch,roll,yaw,ax,ay,az,gx,gy,gz,mx,my,mz,m1CMD,m2CMD,m3CMD,m4CMD,asp,asr,asy,rsp,rsr,rsy
4152,-6.089893341064452,10.138160705566406,267.44711303710943,-0.7571231722831726,3.66944432258606,16.018470764160153,14.53001308441162,-21.8028564453125,-68.47264099121094,-0.07801000028848648,-0.05539000034332275,-0.015079999342560768,1160,1160,1160,1160,0,0,0,0,0,0
4154,-5.991762638092041,10.14427089691162,268.81423950195307,-0.7604596614837646,3.669901609420776,16.010074615478516,14.511473655700685,-21.81918334960937,-68.46499633789061,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4156,-5.88613224029541,10.148487091064453,270.15997314453125,-0.7540749907493591,3.667165279388428,16.021759033203125,14.418094635009766,-21.86056137084961,-68.46343231201172,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4158,-5.772597789764403,10.152021408081056,271.484130859375,-0.752680778503418,3.6685390472412114,16.042095184326172,14.40928840637207,-21.91570472717285,-68.45745849609375,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4160,-5.652623653411865,10.15662956237793,272.786376953125,-0.7470378875732422,3.671769142150879,16.046236038208008,14.419839859008787,-21.903547286987305,-68.46488952636719,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4162,-5.52566385269165,10.16244125366211,274.06649780273443,-0.7462332844734192,3.672929763793945,16.042675018310547,14.405092239379885,-21.91934585571289,-68.47660827636719,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4164,-5.392934322357178,10.169486045837402,275.324462890625,-0.7439338564872742,3.6740102767944336,16.042577743530273,14.403935432434082,-21.986743927001953,-68.45265197753906,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4166,-5.2569427490234375,10.179048538208008,276.56005859375,-0.7335855960845947,3.6766321659088135,16.029027938842773,14.395421981811525,-22.04453659057617,-68.40852355957031,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4168,-5.116313934326172,10.189815521240234,277.77340698242193,-0.7311072349548341,3.677521944046021,16.034978866577152,14.44314670562744,-22.02291679382324,-68.38893890380861,-0.08061999827623367,-0.06351000070571901,-0.013050000183284284,1160,1160,1160,1160,0,0,0,0,0,0
4169,-5.0547935962677,10.209986209869385,278.2479248046875,-0.7300011217594147,3.6784420013427734,16.03599262237549,14.481256484985352,-22.012293815612793,-68.37566375732422,-0.06278499960899353,-0.05843500047922135,-0.016820000018924478,1160,1160,1160,1160,0,0,0,0,0,0
4170,-4.9932732582092285,10.230156898498537,278.72244262695307,-0.7288950085639954,3.6793620586395264,16.037006378173828,14.519366264343262,-22.001670837402344,-68.36238861083984,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4172,-4.862281799316406,10.26887035369873,279.64993286132807,-0.733801007270813,3.680189847946167,16.038515090942386,14.543825149536133,-22.000093460083008,-68.34378051757811,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4174,-4.723483085632324,10.30592441558838,280.5567626953125,-0.7409460544586182,3.675386667251587,16.021780014038086,14.54416561126709,-21.975624084472656,-68.3388671875,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4176,-4.578726291656494,10.339407920837402,281.44345092773443,-0.7461792826652527,3.6688566207885738,16.031951904296875,14.612354278564453,-21.914175033569336,-68.35767364501953,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4178,-4.4305453300476065,10.371161460876463,282.30987548828125,-0.7465196251869202,3.667222738265991,16.041057586669922,14.592074394226074,-21.912899017333984,-68.37461090087889,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4180,-4.280026912689209,10.40022087097168,283.1563720703125,-0.7459273338317871,3.663629293441773,16.057952880859375,14.495521545410154,-21.91646957397461,-68.38823699951172,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4182,-4.1263155937194815,10.428854942321776,283.9828796386719,-0.7504956126213074,3.666214942932129,16.075510025024414,14.44525146484375,-21.93445587158203,-68.40010070800781,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4184,-3.971932172775269,10.45838451385498,284.7895202636719,-0.7480129599571228,3.66642165184021,16.066394805908207,14.422593116760256,-21.947307586669922,-68.4176025390625,-0.04495000094175339,-0.053360000252723694,-0.02058999985456467,1160,1160,1160,1160,0,0,0,0,0,0
4186,-3.7361567020416264,10.54675579071045,285.41845703125,-0.7395968437194824,3.666138172149658,16.068412780761722,14.376812934875488,-21.97079467773437,-68.43327331542969,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4188,-3.5132884979248047,10.62891674041748,286.03302001953125,-0.7343805432319641,3.667102336883545,16.059497833251953,14.32019329071045,-22.014385223388672,-68.45745849609375,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4190,-3.3019907474517822,10.705361366271973,286.63348388671875,-0.730297327041626,3.6680998802185063,16.058475494384766,14.41817855834961,-21.984840393066406,-68.46636962890625,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4192,-3.0993263721466064,10.776775360107422,287.2198181152344,-0.7326582670211792,3.67031455039978,16.06288719177246,14.527374267578125,-21.95098114013672,-68.45738983154297,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4194,-2.9052622318267822,10.844318389892578,287.7919921875,-0.7335031628608704,3.672858238220215,16.060054779052734,14.576740264892578,-21.946657180786133,-68.46630096435547,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4196,-2.7189090251922607,10.907447814941406,288.3501892089844,-0.7351821064949036,3.6730768680572514,16.05974006652832,14.616214752197266,-21.89052963256836,-68.45436096191406,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4198,-2.540795087814331,10.96763515472412,288.8943786621094,-0.734638512134552,3.6766374111175537,16.059633255004886,14.569306373596193,-21.913787841796875,-68.435302734375,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4200,-2.369011878967285,11.02540397644043,289.42462158203125,-0.7377373576164246,3.678444862365722,16.049245834350586,14.501258850097654,-21.94147109985352,-68.43434906005861,-0.033059999346733086,-0.04814000055193901,-0.02029999904334545,1160,1160,1160,1160,0,0,0,0,0,0
4202,-1.1125857830047607,11.42693328857422,288.00799560546875,-0.7468184232711792,3.677621126174927,16.046459197998047,14.471519470214846,-21.966264724731445,-68.43045806884766,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4204,-0.033061016350984566,11.771484375,286.6651611328125,-0.7494494915008545,3.677947998046875,16.043815612792972,14.488139152526855,-21.99063491821289,-68.41633605957031,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4206,0.8612451553344727,12.059046745300293,285.4067077636719,-0.7473253011703491,3.678537607192993,16.038606643676758,14.508834838867188,-21.98683357238769,-68.42906951904297,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4208,1.5782692432403564,12.291556358337402,284.2408447265625,-0.7441384196281433,3.673772096633911,16.023651123046875,14.515813827514648,-21.978269577026367,-68.44007110595703,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4210,2.1409931182861333,12.476064682006836,283.17047119140625,-0.7497453689575195,3.671973705291748,16.0155029296875,14.444469451904295,-22.002426147460934,-68.45674133300781,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4212,2.5679702758789062,12.620375633239744,282.1925354003906,-0.7480747103691101,3.6686506271362314,15.999466896057127,14.41150188446045,-22.028583526611328,-68.46863555908203,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4214,2.8797051906585693,12.730389595031738,281.30056762695307,-0.7403823733329773,3.663783550262451,15.988226890563965,14.408731460571287,-22.03860664367676,-68.49060821533203,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4216,3.1006999015808105,12.811549186706545,280.48699951171875,-0.7358700037002563,3.659999132156372,15.992597579956055,14.435523986816404,-21.98451232910156,-68.50621795654297,-0.0011599999852478506,-0.0710499957203865,-0.015370000153779984,1160,1160,1160,1160,0,0,0,0,0,0
4218,2.605250120162964,12.697792053222654,281.0103759765625,-0.7387368679046631,3.6578638553619385,16.002782821655273,14.398319244384766,-21.95427703857422,-68.51705169677734,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4220,2.1882925033569336,12.602967262268065,281.50750732421875,-0.742579996585846,3.6553454399108887,16.006355285644528,14.40910530090332,-21.93783187866211,-68.52767181396484,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4222,1.8389313220977783,12.527087211608887,281.97900390625,-0.7417665123939514,3.6578478813171382,16.002779006958008,14.342955589294435,-21.936147689819336,-68.54544830322266,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4224,1.5472424030303955,12.466337203979492,282.42620849609375,-0.7372158765792847,3.656516313552856,15.99672794342041,14.397683143615724,-21.89588737487793,-68.55399322509766,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4226,1.308214545249939,12.418712615966795,282.8506774902344,-0.7395180463790894,3.65910005569458,16.003767013549805,14.374550819396973,-21.929912567138672,-68.53577423095703,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4228,1.1150866746902466,12.386531829833984,283.2537841796875,-0.7424823641777039,3.6707460880279537,16.00711441040039,14.38436222076416,-21.925952911376953,-68.49726867675781,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4230,0.9609226584434508,12.365827560424805,283.63702392578125,-0.7445734739303589,3.678729057312012,16.011360168457028,14.410188674926758,-21.91602897644043,-68.48320007324219,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4232,0.8370142579078674,12.35072135925293,284.0018310546875,-0.7400115728378296,3.6795709133148193,16.0255126953125,14.445801734924315,-21.83509826660156,-68.47682189941406,-0.01565999910235405,-0.03943999856710434,-0.018850000575184826,1160,1160,1160,1160,0,0,0,0,0,0
4234,0.6246292591094971,12.166397094726562,285.2513122558594,-0.7388071417808533,3.6831459999084473,16.021934509277347,14.40690803527832,-21.837596893310547,-68.46761322021484,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4236,0.4361375570297241,11.99816608428955,286.4791259765625,-0.7435717582702637,3.687018871307373,16.01686668395996,14.410134315490724,-21.855735778808594,-68.45417785644531,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4238,0.2694872915744781,11.843626976013185,287.68310546875,-0.7457646727561951,3.6869721412658687,16.016820907592773,14.360188484191895,-21.88442039489746,-68.4425048828125,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4240,0.12345452606678008,11.701690673828125,288.863037109375,-0.7472376823425293,3.682016134262085,16.00833511352539,14.40570068359375,-21.85711479187012,-68.45174407958984,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4242,-0.002032625954598189,11.572352409362793,290.0187683105469,-0.7535505890846252,3.678845643997192,15.996850967407227,14.41042709350586,-21.85923385620117,-68.46668243408203,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4244,-0.10916454344987868,11.455408096313475,291.1500549316406,-0.7557324171066284,3.675745248794556,15.979554176330565,14.419483184814453,-21.834775924682614,-68.47687530517578,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4246,-0.19919024407863614,11.349550247192385,292.25701904296875,-0.7583816051483154,3.672715663909912,15.976512908935547,14.453421592712402,-21.809534072875977,-68.48243713378906,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4248,-0.2735668420791626,11.25485610961914,293.3394775390625,-0.7595727443695068,3.670240640640259,15.965376853942873,14.495495796203613,-21.794376373291016,-68.4937744140625,-0.11947999894618988,-0.07163000106811522,-0.024359999224543568,1160,1160,1160,1160,0,0,0,0,0,0
4250,0.05007963627576828,11.47806167602539,293.1881408691406,-0.7572357058525085,3.670141220092773,15.966028213500975,14.579459190368652,-21.746906280517575,-68.49308013916016,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4252,0.33159178495407104,11.670186042785645,293.0513000488281,-0.7541055083274841,3.664862871170044,15.975628852844238,14.618877410888672,-21.73162078857422,-68.48944854736328,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4254,0.5755481719970703,11.836271286010742,292.9281921386719,-0.750336229801178,3.6631574630737305,15.987139701843262,14.61026096343994,-21.73952293395996,-68.50359344482422,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4256,0.7888932228088379,11.980990409851074,292.8171691894531,-0.7528045177459717,3.665483713150024,15.999916076660154,14.644606590270994,-21.72798156738281,-68.49235534667969,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4258,0.9747371673583984,12.109800338745115,292.71685791015625,-0.7536216974258423,3.673694610595703,16.005216598510742,14.61184787750244,-21.739564895629886,-68.46954345703125,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4260,1.136289358139038,12.223166465759276,292.6259460449219,-0.7540866136550903,3.6783733367919917,16.011493682861328,14.531099319458008,-21.81247329711914,-68.45310211181639,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4262,1.2750171422958374,12.323782920837402,292.5433654785156,-0.7501198053359985,3.683217287063599,16.012388229370114,14.549409866333008,-21.833457946777344,-68.44586944580078,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4264,1.3937594890594482,12.413500785827635,292.4681396484375,-0.7454708814620972,3.6861162185668954,16.002508163452152,14.573234558105467,-21.83478164672852,-68.46830749511719,-0.030159998685121536,-0.07481999695301056,-0.013919999822974205,1160,1160,1160,1160,0,0,0,0,0,0
4266,1.0886127948760986,11.89594841003418,294.1061706542969,-0.7462923526763916,3.690299034118652,15.999691009521484,14.577384948730467,-21.88192367553711,-68.46370697021484,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4268,0.8142459988594055,11.41836643218994,295.7321472167969,-0.7451785206794739,3.6936321258544917,15.97973918914795,14.584394454956055,-21.924631118774414,-68.44148254394531,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4270,0.5699475407600403,10.977416038513184,297.33978271484375,-0.7469975352287292,3.696835994720459,15.981643676757812,14.55880355834961,-21.977466583251953,-68.40644073486328,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4272,0.35373300313949585,10.570230484008787,298.92706298828125,-0.7463919520378113,3.6938157081604,15.98745346069336,14.474748611450195,-22.07884979248047,-68.39280700683594,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4274,0.16360701620578766,10.196066856384276,300.492431640625,-0.7430989742279053,3.6930224895477295,16.001869201660153,14.476545333862305,-22.10730743408203,-68.39569854736328,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4276,0.0001901549694593996,9.854339599609377,302.0346374511719,-0.7469537854194641,3.6919240951538086,16.007648468017578,14.518131256103516,-22.1268310546875,-68.39410400390625,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4278,-0.13843153417110446,9.543394088745117,303.552490234375,-0.7487898468971252,3.68615460395813,16.000205993652347,14.502787590026855,-22.1580810546875,-68.37482452392578,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4280,-0.2541190683841705,9.262795448303224,305.0449523925781,-0.7497178912162781,3.6846165657043457,15.99838161468506,14.483346939086914,-22.19362068176269,-68.34857177734375,-0.05539000034332275,-0.003769999835640192,-0.019430000334978104,1160,1160,1160,1160,0,0,0,0,0,0
4282,-0.23106887936592105,9.360435485839844,305.9474182128906,-0.7429695725440979,3.683761596679688,15.9872407913208,14.372859001159668,-22.25387954711914,-68.33470153808594,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4284,-0.20396660268306727,9.454052925109863,306.8262939453125,-0.7402984499931335,3.679633140563965,15.984783172607422,14.369427680969238,-22.21658706665039,-68.35359954833984,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4286,-0.17199628055095673,9.54426097869873,307.6833190917969,-0.743175208568573,3.677756309509277,15.99241542816162,14.38229274749756,-22.198034286499023,-68.36174774169922,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4288,-0.13726234436035156,9.632490158081056,308.51861572265625,-0.7398389577865601,3.679753303527832,15.995351791381836,14.371291160583494,-22.208755493164066,-68.34906005859375,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4290,-0.09967599809169768,9.71941375732422,309.33233642578125,-0.7386391758918762,3.6856985092163086,16.003883361816403,14.297088623046875,-22.23256492614746,-68.3720703125,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4292,-0.0605527013540268,9.804705619812012,310.1247863769531,-0.7330535054206848,3.686976671218872,16.00136375427246,14.293782234191895,-22.227008819580078,-68.38279724121094,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
4294,-0.018800733610987663,9.887928009033203,310.89630126953125,-0.7325685620307922,3.6851499080657963,15.99778652191162,14.389371871948242,-22.195003509521484,-68.37704467773439,-0.08613000065088272,-0.0405999980866909,-0.01624000072479248,1160,1160,1160,1160,0,0,0,0,0,0
