5552,0,0,0
5560,7,0,0
5568,4,0,0
5576,0,4,0
5584,0,8,0
5592,0,11,0
5600,0,9,0
5608,0,5,0
5616,0,1,0
5624,4,0,0
5632,2,0,0
5640,0,0,0
5648,0,2,0
5656,0,4,0
5664,0,1,0
5672,0,1,0
5680,0,2,0
5688,0,4,0
5696,0,1,0
5704,0,0,0
5712,0,0,0
5720,0,0,0
5728,0,0,0
5736,0,0,0
5744,0,0,0
5752,0,0,0
5760,0,1,0
5768,0,0,0
5776,0,1,0
5784,0,1,0
5792,0,1,0
5800,0,1,0
5808,0,2,0
5816,0,2,0
5824,0,1,0
5832,0,1,0
5840,1,1,0
5848,0,1,0
5856,1,1,0
5864,1,0,0
5872,1,1,0
5880,3,0,0
5888,2,1,0
5896,3,0,0
5904,4,0,0
5912,4,0,0
5920,4,1,0
5928,4,2,0
5936,5,1,0
5944,6,3,0
5952,6,3,0
5960,5,4,0
5968,5,5,0
5976,5,6,0
5984,5,5,0
5992,1,4,0
6000,0,2,0
6008,0,0,0
6016,0,1,0
6024,0,0,0
6032,0,0,0
6040,0,0,0
6048,0,1,0
6056,0,1,0
6064,0,0,0
6072,0,0,0
6080,0,0,0
6088,0,0,0
6096,0,0,0
6104,0,0,0
6112,0,0,0
6120,0,0,0
6128,0,0,0
6136,0,0,0
6144,0,0,0
6152,0,0,0
6160,0,0,0
6168,0,0,0
6176,0,0,0
6184,0,2,0
6192,0,0,0
6200,0,0,0
6208,0,0,0
6216,0,0,0
6224,0,0,0
6232,0,1,0
6240,0,0,0
6248,0,0,0
6256,0,0,0
6264,0,0,0
6272,0,0,0
6280,0,1,0
6288,0,0,0
6296,0,0,0
6304,0,0,0
6312,0,0,0
6320,0,0,0
6328,0,0,0
6336,0,0,0
6344,0,0,0
6352,0,0,0
6360,0,0,0
6368,0,0,0
6376,0,0,0
6384,0,0,0
6392,0,0,0
6400,0,0,0
6408,0,0,0
6416,0,0,0
6424,0,0,0
6432,0,0,0
6440,0,0,0
6448,0,0,0
6456,0,0,0
6464,0,0,0
6472,0,0,0
6480,0,0,0
6488,0,0,0
6496,0,0,0
6504,0,0,0
6512,0,0,0
6520,0,0,0
6528,0,0,0
6536,0,0,0
6544,0,0,0
6552,0,0,0
6560,0,0,0
6568,0,0,0
6576,0,0,0
6584,0,0,0
6592,0,0,0
6600,0,0,0
6608,0,0,0
6616,0,0,0
6624,0,0,0
6632,0,0,0
6640,0,0,0
6648,0,0,0
6656,0,0,0
6664,0,0,0
6672,0,0,0
6680,0,0,0
6688,0,0,0
6696,0,0,0
6704,0,0,0
6712,0,0,0
6720,0,0,0
6728,0,0,0
6736,0,0,0
6744,0,0,0
6752,0,0,0
6760,0,0,0
6768,0,0,0
6776,0,0,0
6784,0,0,0
6792,0,0,0
6800,0,0,0
6808,0,0,0
6816,0,0,0
6824,0,0,0
6832,0,0,0
6840,0,0,0
6848,0,0,0
6856,0,0,0
6864,0,0,0
6872,0,0,0
6880,0,0,0
6888,0,0,0
6896,0,0,0
6904,0,0,0
6912,0,0,0
6920,0,0,0
6928,0,0,0
6936,0,0,0
6944,0,0,0
6952,0,0,0
6960,0,0,0
6968,0,0,0
6976,0,0,0
6984,0,0,0
6992,0,0,0
7000,0,0,0
7008,0,0,0
7024,0,0,0
7032,0,0,0
7040,0,0,0
7048,0,0,0
7056,0,0,0
7064,0,0,0
7072,0,0,0
7080,0,0,0
7088,0,0,0
